ID,Work Item Type,Title,State,Description
"69855","Requirement","VM - On the voter's profile the system should provide an indicator (4.3.30) - 63471","New","On the voter's profile the system should provide an indicator of absentee activity and absentee ballot status and also note if Health Care Facility, UOCAVA, FPCA, eligible for electronic transmission, and possibly other categories."
"69856","Requirement","EM - Provide the ability to automatically change the voter’s political party (4.3.31) - 66673","New","Provide the ability to automatically change the voter’s political party to the party for which an absentee ballot was requested for any given primary election"
"69857","Requirement","VM - Provide a solution that has the capability to facilitate group (4.3.32) - 66654","New","Provide a solution that has the capability to facilitate group reassignment of registered voters into different political parties."
"69858","Requirement","VM - Provide a solution that allows users to store, retrieve, display, (4.3.36)","New","Provide a solution that allows users to store, retrieve, display, and print multiple scanned documents associated with a voter registration record (e.g., voter registration cards, voter registration identification, requests for absentee ballots, requests for information, and requests for change in status of voter registration)."
"69859","Requirement","Provide a solution that supports correspondence with voters via text (4.3.38) - 66601","New","Provide a solution that supports correspondence with voters via text (SMS) messages and emails"
"69860","Requirement","SYSTEM - Provide the ability for users to access multiple parts of (4.3.41)","New","Provide the ability for users to access multiple parts of the proposed solution simultaneously as additional tabs in the browser as opposed to opening new windows"
"69861","Requirement","SYSTEM - Provide a solution that has an online, context-based Help capability (4.3.42)","New","Provide a solution that has an online, context-based Help capability to assist users and administrators in finding information relative to the system and applications functions and operations"
"69862","Requirement","Provide a solution that has a calendar function that not (4.3.44)","New","Provide a solution that has a calendar function that not only helps users manage election schedules and organize election timelines, but also provides reminders for key dates on an automatic or user-defined basis"
"69863","Requirement","Provide a solution that has a module in which training (4.3.45)","New","Provide a solution that has a module in which training manuals and other instructional materials will be stored for easy access by the counties."
"69864","Requirement","EM - Provide a function dedicated to equipment inventory where counties can (4.3.46) - 66612","New","Provide a function dedicated to equipment inventory where counties can document all pieces of voting and accessible equipment and e-pollbook equipment. The equipment data could be exported to the EAVS report"
"69865","Requirement","VM - Provide an indicator of absentee activity and absentee ballot status (4.3.49) - 63471","New","Provide an indicator of absentee activity and absentee ballot status on a voter’s record, noting details about the voter including, but not limited to, if the voter is in a health care facility, UOCAVA, FPCA, eligible for electronic transmission, etc."
"69866","Requirement","PM - Provide notification and visual indicator on applicable screens and reports (4.3.53) - 66586","New","Provide notification and visual indicator on applicable screens and reports if an assigned PEO's voter registration profile changes, including party affiliation, address, or status."
"69867","Requirement","Provide a solution that has automatically identifies--without prohibiting—duplicate candidate names (4.3.66)","New","Provide a solution that has automatically identifies--without prohibiting—duplicate candidate names across all jurisdictions during an election."
"69868","Requirement","Provide a solution that facilitates the entry of data once (4.3.81)","New","Provide a solution that facilitates the entry of data once and populates the various system modules where needed (for example, data entered in a voter registration record will be automatically populated in a PEO record)."
"69869","Requirement","Provide the ability to enter the following identification for each (4.3.85)","New","<div>Provide the ability to enter the following identification for each registered voter in separate fields:&nbsp; </div><div>The voter’s Iowa driver license or non-operator ID number, which is an alpha-numeric field </div><div>The voter’s Social Security Number (SSN), the last 4 digits of which must be accessible for input, query and reporting </div>"
"69870","Requirement","Provide a solution capable of handling a large residential complex (4.3.87)","New","Provide a solution capable of handling a large residential complex that has a single street address but many buildings and units that are potentially dissected by a district or precinct boundary (e.g. college dormitories, etc.,)."
"69871","Requirement","Provide a solution with the ability to assign an Address (4.3.88)","New","Provide a solution with the ability to assign an Address Type Code to each address record. This code indicates the type of address (i.e. Health Care Facility (and possibly other types)).This code can be user-defined. The Health Care Facility code must include a visual indicator on the voter's profile."
"69872","Requirement","The system provides the opportunity to make administrative changes to (4.3.90)","New","The system provides the opportunity to make administrative changes to a record without updating the system transaction date or clearly show that the update/change was an administrative correction."
"69873","Requirement","Provide a solution that has the ability for entry, storage (4.3.91)","New","Provide a solution that has the ability for entry, storage and display of user-defined registered voter/applicant’s transaction sources and voter/applicant’s political party."
"69874","Requirement","Provide a solution that provides the ability to add comments (4.3.95)","New","Provide a solution that provides the ability to add comments or notes to a voter record using a free-form text field that is searchable."
"69875","Requirement","Provide a solution that allows multiple notes per registered voter. (4.3.96)","New","Provide a solution that allows multiple notes per registered voter. Each note should have a creation date, county ID, and user ID associated with it. Comments made by a state user would stay with the record, comments made by a county user would reset with a voter move. Include any special circumstances (more detailed than comments)"
"69876","Requirement","Provide clear definitions within the solution for absentee ballot request (4.3.101)","New","Provide clear definitions within the solution for absentee ballot request and issuance methods- -e.g. by mail, over the counter, satellite, health care facility. When a health care facility is selected, a visual indicator should appear on the voter's profile."
"69877","Requirement","Provide a solution that tracks and maintains all absentee ballot (4.3.104)","New","Provide a solution that tracks and maintains all absentee ballot activity, including: ? The specific elections for which the absentee ballot was requested? The dates when an absentee ballot was requested, sent/issued, and returned from any voter? The methods of request, issuance/delivery, and return/receipt? If Health Care Facility, UOCAVA, FPCA, eligible for electronic transmission, and possibly other categories ? Status of absentee ballot request (i.e. faxed/emailed request, need original, not registered, Health Care Facility, etc.) ? The system shall track reasons for rejection of absentee ballots from voters? Replacement ballot activity"
"69878","Requirement","Provide a solution that provides for tracking and inventory reconciliation (4.3.105)","New","Provide a solution that provides for tracking and inventory reconciliation of all ballots-- including paper, electronic, and on-demand--produced for each election. The system shall report the number of all ballots of every status at each stage: ? Absentee (UOCAVA/mail/in-person--requested, issued, returned/received, undeliverable, spoiled, voided, reissued, replaced, undeliverable, defective, deficient, accepted, rejected, surrendered at polls) ? Polling place (sent, voted, printed, provisional-- accepted/rejected, absentee surrendered at polls, voted, unvoted, spoiled, returned)"
"69879","Requirement","Provide a system that tracks changes made to office and (4.3.106)","New","Provide a system that tracks changes made to office and candidate records"
"69880","Requirement","Provide a solution that tracks absentee, polling place, overvotes, undervotes (4.3.107)","New","Provide a solution that tracks absentee, polling place, overvotes, undervotes and write-in candidate results and shall include ability to add write-ins, overvotes and undervotes"
"69881","Requirement","Provide a solution that maintains history of each PEO including (4.3.108)","New","Provide a solution that maintains history of each PEO including elections worked, positions assigned, training sessions completed, and preferences for election types and split or full shift."
"69882","Requirement","Provides the capability to capture the following dates: ? Original (4.3.110)","New","Provides the capability to capture the following dates: ? Original date of registration? Effective date of last update to record (defaulting to the current date)? System transaction date when a record is added or changed? Voter-initiated activity"
"69883","Requirement","Provide a solution that includes the change of political party (4.3.112)","New","Provide a solution that includes the change of political party in voter’s history"
"69884","Requirement","Provide a solution that allows users to manage a complete (4.3.113)","New","Provide a solution that allows users to manage a complete range of returned ballot activity that is typical with both in-person absentee balloting and mail balloting. Such activities include, but not necessarily limited to, user-defined reasons for returned ballots such as: ? Undeliverable (ballot returned by USPS)? No Signature (no signature on affidavit envelope)? Deceased (ballot returned by family member or nursing home)? Spoiled (ballot is damaged, marked wrong, or incorrect ballot)? Void (voter’s original spoiled ballot is received voted)? Surrendered (chose to vote at polls after requesting absentee ballot)? Not Voted? Challenged? Approved? Rejected"
"69885","Requirement","Provide the capability to integrate with external applications through an (4.3.118)","New","<div>Provide the capability to integrate with external applications through an application programming interface (API) to provide access to third-party data including, but not limited to:&nbsp; </div><div><ol><li>Importing address change and election day registration data from e-pollbooks </li><li>Importing of data from other state agencies, such as the Dept. of Public Health, Dept of Transportation, and the Iowa Judicial Branch (including county court records), and either populate or validate voter records with that data&nbsp; </li><li>Exporting of PEO data from the proposed solution into any county’s accounting system and import of pay rate data from the county to the solution </li> </ol> </div>"
"69886","Requirement","Provide a solution that can support a public interface to (4.3.120)","New","<div>Provide a solution that can support a public interface to provide information and services including, but not limited to:&nbsp; </div><div><ul><li>Pending election information </li><li>Voter registration information (including tracking voter registration requests, party affiliation, history of vote credit) </li><li>District/precinct information </li><li>Polling place information </li> </ul> </div>"
"69887","Requirement","Provide a solution that allows frequently requested reports, especially during (4.3.125)","New","Provide a solution that allows frequently requested reports, especially during high-demand time such as primary and general elections, to be securely stored on an FTP server for requesters to access after they have submitted payment to fulfill their list request"
"69888","Requirement","Provide a search function that: Returns all matches for (4.3.130)","New","<div>Provide a search function that:&nbsp; </div><div>Returns all matches for a given piece(s) of data and provides a list from which the user may select a record (“click-through” to detailed information) </div><div>Is case, space, and punctuation insensitive (e.g. a query of “McDaniel”, “mcdaniel”,or &quot;mc daniel&quot; return the same result, and likewise &quot;obrien&quot;, &quot;o brien,&quot; or &quot;O'Brien&quot;) ? Allows a name search of voter registration files using the following parsed fields:&nbsp; </div><div>Suffix (Sr, Jr, other generations as a drop-down menu option for standardization) </div><div>First name (full or initial) </div><div>Middle name (full or initial) </div><div>Full last name (can include hyphenated last name) </div><div>Previous name(s) </div><div>Alternate name (such as hyphenated, two last names, etc.,) </div><div>Allows users to look up streets by whole or partial street name, districts, and precincts--and by user-defined criteria--with a display of where that address is on the district/precinct map </div><div>Allows users to search through active names and alternative/former names </div>"
"69889","Requirement","Provide for statistical reporting (e.g., percentage of voter turnout over (4.3.135)","New","Provide for statistical reporting (e.g., percentage of voter turnout over a given time period)"
"69890","Requirement","Provide full text search and retrieval of comment and note (4.3.138)","New","Provide full text search and retrieval of comment and note fields in the voter registration and election management records and audit logs that meet entered text string criteria in the searches."
"69891","Requirement","Provide the reports listed in Attachment 7 as a pre-built (4.3.142)","New","Provide the reports listed in Attachment 7 as a pre-built Report Library, and provide the means for users to quickly and easily create, export, store, save, and schedule (date, time, frequency) custom reports."
"69892","Requirement","Provide a solution that includes a report writer that allows (4.3.143)","New","<div>Provide a solution that includes a report writer that allows query of data from all databases (including but not limited to absentee, voter registration, and voter RFP Number: 0822-721-01 Title of RFP: Voter Registration and Election Management Solution participation data) and creation and export of formatted reports including the ability for the user to:&nbsp; </div><div>Save and re-run to the report library </div><div>Customize output columns for reports and data exports </div><div>Edit an existing report and make that a new report </div><div>Customize report headers, including custom titles, date of last update, adding page numbers, and adding images (such as county seal) </div>"
"69893","Requirement","Provide the ability to create and store stock document templates (4.3.145)","New","Provide the ability to create and store stock document templates such as: ? Polling place contract? ADA accessibility checklist? Confirmation letters/cards? Information cards"
"69894","Requirement","Provide the ability to generate labels and mailing lists for (4.3.146)","New","Provide the ability to generate labels and mailing lists for households based on user-defined address criteria."
"69895","Requirement","Provide the ability for authorized users to generate and print (4.3.151)","New","Provide the ability for authorized users to generate and print notifications to voters via batch (print now/print later). Print later functionality should group like types of notifications."
"69896","Requirement","Provide a solution that allows the user to add a (4.3.153)","New","Provide a solution that allows the user to add a new election with all data associated with a particular election including election name, election date, close of registration, hours the polls open/close, start/end of ballot issuing, whether a partisan election producing separate party totals, ballot styles and specific reports, type of election such as special, primary, general, school or city. <b>The solution must allow for control counties to share district race/measure/ballot information with noncontrol counties.</b>"
"69897","Requirement","Provide a solution that provides the ability to enter candidates (4.3.155)","New","Provide a solution that provides the ability to enter candidates and measure results by precinct/polling place."
"69898","Requirement","Provide a solution that allows for write-in candidate names to (4.3.156)","New","Provide a solution that allows for write-in candidate names to be entered for inclusion on canvass reports"
"69899","Requirement","Provide a solution that accurately compiles votes for elections and (4.3.157)","New","Provide a solution that accurately compiles votes for elections and measures that cross precinct or district boundaries"
"69900","Requirement","Provide a solution with the ability to automatically change the (4.3.164)","New","Provide a solution with the ability to automatically change the voter’s political party to the party for which an absentee ballot was requested for any given primary election."
"69901","Requirement","Provide a solution that has the capability to facilitate group (4.3.165)","New","Provide a solution that has the capability to facilitate group reassignment of registered voters into different political parties."
"69902","Requirement","Provide a solution that generates a unique identification number for (4.3.168)","New","<div>Provide a solution that generates a unique identification number for each ballot generated and maintains accountability of all ballots and their associated identification number, including (but not limited to):&nbsp; </div><div>Voided ballots (any type) </div><div>Absentee ballots </div><div>Paper ballots </div><div>Electronic ballots </div><div>On-demand ballots </div><div>Provisional ballots </div><div>Replacement ballots </div>"
"69903","Requirement","Provide a portal in the Secretary of State’s website allowing (4.3.169)","New","Provide a portal in the Secretary of State’s website allowing voters to track their absentee ballot requests and status of ballot including initial, spoiled, voided, replaced and reissued."
"69904","Requirement","Provide a solution that provides capability to assign ballot rotation (4.3.172)","New","Provide a solution that provides capability to assign ballot rotation by lot draw or random assignment."
"69905","Requirement","Provide the ability to automatically change the voter’s political party (4.3.173)","New","Provide the ability to automatically change the voter’s political party to the party for which an absentee ballot was requested for any given primary election."
"69906","Requirement","Provide a solution that can generate sample ballots in electronic (4.3.176)","New","Provide a solution that can generate sample ballots in electronic or paper format with proper &quot;SAMPLE&quot; watermark to review and proof the ballot layout, or upload to a public interface."
"69907","Requirement","Provide a solution that provides an authorized user the ability (4.3.178)","New","Provide a solution that provides an authorized user the ability to add, update and delete contests specific to an election cycle, as well as to assign a specific order to appear on the ballot."
"69908","Requirement","Provide a solution that provides the capability to enter candidate (4.3.179)","New","Provide a solution that provides the capability to enter candidate ballot order by lot draw or<br>random assignment"
"69909","Requirement","Provide a solution that displays the PEO designation on a (4.3.181)","New","Provide a solution that displays the PEO designation on a voter registration record"
"69910","Requirement","Provide a clearly defined and documented function to support management (4.3.182)","New","<div>Provide a clearly defined and documented function to support management of PEOs, including:&nbsp; </div><div><ul><li>Support for recruitment and training at the county level. Including a list of names of individuals interested in serving as PEOs </li><li>Maintenance of the PEO’s personal information (tied to the PEO’s voter registration, as appropriate)&nbsp; </li><li>Preferences of each PEO including assignments (absentee/HCF/poll and election types), willingness to work/travel outside of precinct, half or full shift, etc.,&nbsp; </li><li>The ability to transfer PEO assignment information from one election to another </li><li>The ability for users to enter and manage required data on PEOs who are not registered voters (i.e., high school students). The proposed solution must denote on relevant display screens, reports, and other output files that a PEO is not a registered voter. </li><li>Automatic assignment of PEO’s to their usual work location for an election, as well as the provision of an administrative override for any auto-assigned precinct information&nbsp; </li><li>Assignment of PEOs to training sessions, to include tracking of all training sessions attended by PEOs, provision of visual indicators of training completed, and correspondence with PEOs regarding upcoming training required </li> </ul> </div>"
"69911","Requirement","Provide a solution that allows each county to: ? establish (4.3.183)","New","Provide a solution that allows each county to: ? establish its own pay rates and mileage rates for PEOs? track PEO work functions and pay rates and allow an individual PEO to be assigned multiple work functions and pay rates in the same election. ? automatically calculate mileage within the proposed solution (such as tied to a web-based or county mapping system)."
"69912","Requirement","Provide a free-form text field in a PEO’s record for (4.3.184)","New","Provide a free-form text field in a PEO’s record for authorized users to document, store and remove free text comments about that PEO."
"69913","Requirement","Provide notification and visual indicator on applicable screens and reports (4.3.185)","New","Provide notification and visual indicator on applicable screens and reports if an assigned PEO’s voter registration profile changes, including party affiliation, address, or status. The system shall generate correspondence for the county to send the PEO if the change affects their election assignment."
"69914","Requirement","Provide a solution that allows a PEO to be assigned (4.3.186)","New","Provide a solution that allows a PEO to be assigned to multiple positions in the same election. If a user is attempting to assign a PEO who is already assigned, the system shall provide a notification to the user and allow for an override option."
"69915","Requirement","Provide the capability for auditors to correspond with PEOs from (4.3.187)","New","Provide the capability for auditors to correspond with PEOs from the system at any time via email, text, form letters (including printing mailing labels), etc., while allowing the auditor to contact by groups, e.g. email all PEOs of one precinct, all PEOs assigned to a particular training, and so on."
"69916","Requirement","Provide the ability to create and store stock document templates (4.3.189)","New","Provide the ability to create and store stock document templates such as polling place contracts and ADA accessibility checklist."
"69917","Requirement","Provide a solution that tracks polling place confirmation by allowing (4.3.191)","New","Provide a solution that tracks polling place confirmation by allowing the user to indicate when polling place notice was sent and when it was returned."
"69918","Requirement","Provide for management and assignment of polling places through, at (4.3.192)","New","<div>Provide for management and assignment of polling places through, at minimum, the following data fields:&nbsp; </div><div>Unique alphanumeric ID code? Polling place name </div><div>Facility address, city, state, ZIP </div><div>Facility phone number </div><div>Contact name </div><div>Contact mailing address </div><div>Contact phone number&nbsp; </div><div>Election day phone number </div><div>Directions to polling place </div><div>Voting room name </div><div>Rental fee </div><div>ADA accessibility (y/n) </div><div>Comment (free form, used for notes and to record facility characteristics for compliance with the Americans with Disabilities Act and the Accessibility for the Elderly and Disabled Act) </div>"
"69919","Requirement","Provide a system that can calculate election winners as votes (4.3.154)","New","Provide a system that can calculate election winners as votes are tallied, and carries forward winners to the next election (e.g., moving primary winners forward to the general election, moving candidates forward to a runoff election, moving incumbents into the next election)."
"69920","Requirement","Provide a solution with the capability to automatically generate information (4.3.39)","New","Provide a solution with the capability to automatically generate information cards and confirmation letters/cards, including a user override"
"69921","Requirement","Provide a solution that initiates warning messages for violations of (4.3.51)","New","Provide a solution that initiates warning messages for violations of defined parameters, including (but not limited to): ? Voter has already been issued a ballot? Voter has returned more than one ballot for the same election? Voter is not eligible to vote in the election (example, not of proper age, not properly registered)? Absentee ballot was requested more than 120 days prior to the election ? Attempt to re-issue an absentee ballot after a completed ballot for the same election has already been received ? Voter’s request is for a mailed absentee ballot entered after the mailing request deadline ? Voter’s party affiliation has not been entered (primary elections only)? Address entered is not valid or not defined in the solutions address library"
"69922","Requirement","Provide a solution that allows authorized users to print one (4.3.148)","New","Provide a solution that allows authorized users to print one or multiple address label(s) of a registered voter or applicant whose record is displayed in the current window."
"69923","Requirement","Provide a solution that allows assignment of a minimum 27-digit (4.3.163)","New","Provide a solution that allows assignment of a minimum 27-digit alphanumeric precinct ID."
"69924","Requirement","Provide a solution that includes automated document drafting and integration (4.3.6)","New","Provide a solution that includes automated document drafting and integration"
"69925","Requirement","Provide a solution that maintains current geographic information system (GIS) (4.3.14)","New","Provide a solution that maintains current geographic information system (GIS) data and/or real-time calls to GIS for address, district, and precinct validation, with the ability to incorporate advances in GIS technology as they happen."
"69926","Requirement","Provide a solution with the ability to enter and save (4.3.15)","New","Provide a solution with the ability to enter and save a voter registration address that does not cannot automatically be validated by GIS data. The system shall allow an address point or street segment to be updated."
"70127","Requirement","Communicate with Stakeholders, Process Notices, Creation : ( F1.1 | High )","New","The Solution shall create various types of notices for various reasons, including but not limited to: 
*A Voter Registration card and/ or Notice of Status
*Notice of Incomplete for voter registration 
*Notice of Rejection for voter registration 
*Notice of Challenge for voter registration 
*Notice of Defective"
"70128","Requirement","Communicate with Stakeholders, Process Notices, Templates : ( F1.10 | High )","New","The Solution shall allow authorized users to set a review period for notices and generate a second notice once the time period has lapsed with no response from the first notice."
"70129","Requirement","Communicate with Stakeholders, Process Notices, Templates : ( F1.11 | High )","New","The Solution shall allow authorized users to update an existing template including format and content."
"70130","Requirement","Communicate with Stakeholders, Provide Public Information : ( F1.21 | High )","New","The Solution shall present data entry fields to search for election(s) including year, Election Type, District/ Jurisdiction/ Contest, etc."
"70131","Requirement","Communicate with Stakeholders, Process Notices : ( F1.13 | High )","New","The Solution shall allow authorized users to capture the signature from a received notice and link it to the voter record."
"70132","Requirement","Communicate with Stakeholders, Process Notices : ( F1.14 | High )","New","The Solution shall allow authorized users to close an outstanding or pending notice when a response to a notice is received."
"70133","Requirement","Communicate with Stakeholders, Process Notices : ( F1.15 | High )","New","The Solution shall allow authorized users to indicate receipt of a response to a notice and information provided in the response."
"70134","Requirement","Communicate with Stakeholders, Process Notices : ( F1.16 | High )","New","The Solution shall allow authorized users to manage a notice status (e.g., active, inactive)."
"70135","Requirement","Communicate with Stakeholders, Process Notices : ( F1.17 | High )","New","The Solution shall allow authorized users to process a response to a notice."
"70136","Requirement","Manage Voter Registration, Process Applications for Registration, Process Federal Postcard Application (FPCA) for Voter Registration : ( F1.146 | High )","New","The Solution shall allow authorized users to indicate that an applicant is only eligible to vote in Federal elections and add the applicant to the register of eligible voters in only Federal election."
"70137","Requirement","Communicate with Stakeholders, Process Notices : ( F1.19 | High )","New","The Solution shall distribute communication based on the specific criteria (current election year, Jurisdiction�s election cycle, election date, etc.)."
"70138","Requirement","Communicate with Stakeholders, Process Notices, Creation : ( F1.2 | High )","New","The Solution shall have an option to generate a notice."
"70139","Requirement","Communicate with Stakeholders, Provide Public Information : ( F1.20 | High )","New","The Solution shall support the TXSOS public facing website."
"70140","Requirement","Manage Elections, Manage Ballots, Manage Ballot by Mail : ( F1.381 | High )","New","The Solution shall identify all voters that meet the &quot;ballot by mail&quot; search criteria."
"70141","Requirement","Communicate with Stakeholders, Provide Public Information : ( F1.22 | High )","New","The Solution shall allow wildcards characters (e.g., Zero or more characters (%), single character (_), asterisk, etc.) to used in text fields to search for a text that begin or end with specific characters."
"70142","Requirement","Communicate with Stakeholders, Provide Public Information : ( F1.23 | High )","New","The Solution shall display results of election search. A summary list of election(s) matching search criteria is displayed, with pertinent identifying information, where items in the list are selectable to open the pertinent election configuration. Pertinent identifying information include: 
Election Date 
Election ID 
Election name(s) 
Election Type 
Default election"
"70143","Requirement","Communicate with Stakeholders, Process Notices, Distribution : ( F1.3 | High )","New","The Solution shall able to print notices in batches from a queue."
"70144","Requirement","Communicate with Stakeholders, Maintain Web Portals : ( F1.31 | High )","New","The Solution shall support online portals for county access to conduct the various tasks and duties detailed in these requirements."
"70145","Requirement","Communicate with Stakeholders, Maintain Web Portals : ( F1.32 | High )","New","The Solution shall support online portals for data integrations with Texas State Departments."
"70146","Requirement","Communicate with Stakeholders, Process Notices, Distribution : ( F1.4 | High )","New","The Solution shall able to print notices one at a time."
"70147","Requirement","Communicate with Stakeholders, Process Notices, Distribution : ( F1.5 | High )","New","The Solution shall allow notices to be sent to a voter�s email address."
"70148","Requirement","Communicate with Stakeholders, Process Notices, Distribution : ( F1.6 | High )","New","The Solution shall allow authorized users to publish a new notice (e.g., news, instructions, hyperlinks) to support user experience."
"70149","Requirement","Communicate with Stakeholders, Process Notices, Distribution : ( F1.7 | High )","New","The Solution shall allow authorized users to send a text message (SMS) to voters."
"70150","Requirement","Communicate with Stakeholders, Process Notices, Templates : ( F1.8 | High )","New","The Solution shall allow authorized users to create notice templates, including the use of dynamic content based on data from specific voter records."
"70151","Requirement","Communicate with Stakeholders, Process Notices, Templates : ( F1.9 | High )","New","The Solution shall allow authorized users to identify notices including versions of each notices."
"70152","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.24 | Low )","New","The Solution shall allow the public to select the recipient of the inquiry from a configurable list."
"70153","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.25 | Low )","New","The Solution shall allow the public to enter their information for the purposes of responding to a public inquiry, including but not limited to: First Name, Last Name, Mailing Address, Phone Number, Email Address"
"70154","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.26 | Low )","New","The Solution shall allow the public to specify their preferred communication method including but not limited to: Email, Mail, Telephone."
"70155","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.27 | Low )","New","The Solution shall allow the public to describe their inquiry in a text box."
"70156","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.28 | Low )","New","The Solution shall allow the public to submit their inquiry and receive a confirmation message via email or their preferred communication type that the inquiry was received."
"70157","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.29 | Low )","New","The Solution shall route the inquiry to a work queue for the organization specified within the inquiry."
"70158","Requirement","Communicate with Stakeholders, Provide Public Information, Submit a Public Inquiry : ( F1.30 | Low )","New","The Solution shall allow authorized users to review the details of the inquiry and indicate the inquiry is resolved once the request has been fulfilled."
"70159","Requirement","Manage Candidates, Certify Candidates : ( F1.33 | High )","New","The Solution shall enable authorized users to assign candidates to the applicable election."
"70160","Requirement","Manage Candidates, Certify Candidates : ( F1.34 | High )","New","The Solution shall allow authorized users to indicate if the candidate application is approved and qualify a candidate using a Qualified Flag and issue a qualified date."
"70161","Requirement","Manage Candidates, Process Candidate Application, View and Manage Candidates : ( F1.35 | High )","New","The Solution shall allow authorized users the ability to add candidate details for public facing SOS webpage."
"70162","Requirement","Manage Candidates, Process Candidate Application, View and Manage Candidates : ( F1.36 | High )","New","The Solution shall be able to generate email notifications to include all statuses involved with processing a candidate application."
"70163","Requirement","Manage Candidates, Process Candidate Application, View and Manage Candidates : ( F1.37 | High )","New","The Solution shall track all stages of the candidate application process such as application received, payment received/not received/waived, application accepted, application rejected."
"70164","Requirement","Manage Candidates, Process Candidate Application, View and Manage Candidates : ( F1.38 | High )","New","The Solution shall be able to display a list of possible candidates based on the search criteria."
"70165","Requirement","Manage Candidates, Process Candidate Application, View and Manage Candidates : ( F1.39 | High )","New","The Solution shall allow authorized users the ability to add, change, delete candidate information for all required candidate data elements."
"70166","Requirement","Manage Candidates, Process Candidate Application, View and Manage Candidates : ( F1.40 | High )","New","The Solution shall provide the capability to indicate that the candidate paid the filing fees and/or the candidate filed a supporting petition with signatures."
"70167","Requirement","Manage Candidates, Process Candidate Application : ( F1.41 | High )","New","The Solution shall track and report submission deadlines associated with the filing of election document."
"70168","Requirement","Manage Candidates, Manage Candidate Information, Candidate Statements : ( F1.42 | High )","New","The Solution shall provide the ability for the candidate statement to be other languages such as, but not limited to, Spanish."
"70169","Requirement","Manage Candidates, Manage Candidate Information, Candidate Statements : ( F1.43 | High )","New","The Solution shall spellcheck the candidate statement."
"70170","Requirement","Manage Candidates, Manage Candidate Information, Candidate Statements : ( F1.44 | High )","New","The Solution shall provide the ability for candidate statements to be in rich text (e.g. bold, color, underline, etc.)."
"70171","Requirement","Manage Candidates, Manage Candidate Information, Candidate Statements : ( F1.45 | High )","New","The Solution shall allow the resubmission of a statement for a rejected application for an office without resubmission of all the forms."
"70172","Requirement","Manage Candidates, Manage Candidate Information, Candidate Statements : ( F1.46 | High )","New","The Solution shall allow authorized users to create predefined candidate statement templates through the use of functions and features equivalent to Microsoft Word."
"70173","Requirement","Manage Candidates, Manage Candidate Information, Candidate Statements : ( F1.47 | High )","New","The Solution shall allow for an approval process workflow for candidate statements."
"70174","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.48 | High )","New","The Solution shall provide candidate filing capability, including for Convention, independent, and write-in candidates."
"70175","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.49 | High )","New","The Solution shall have the ability to Qualify a Candidate using a Qualified Flag and issue a qualified date."
"70176","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.50 | High )","New","The Solution shall generate email notifications to track status of candidate filings such as: Initial system receipt of the filing of completed form, Final filing status, Payment receipt, Payment pending."
"70177","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.51 | High )","New","The Solution shall automatically generate a candidate filing application number."
"70178","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.52 | High )","New","The Solution shall display the candidate filling application number."
"70179","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.53 | High )","New","The Solution shall provide the option for authorized users to enter candidate information (e.g., name, address, office filing,  Email address, Telephone,  Candidate statement, etc.)"
"70180","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.54 | High )","New","The Solution shall provide the ability for authorized users to waive fees using pre-designated reasons."
"70181","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.55 | High )","New","The Solution shall provide a means to track candidate filings."
"70182","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.56 | High )","New","The Solution shall manage the candidate application workflow (e.g., application received, payment received/not received/waivered, application accepted, application rejected)."
"70183","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.57 | High )","New","The Solution shall provide a list of all requirements for that office (residency requirements, etc.)"
"70184","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.58 | High )","New","The Solution shall qualify the potential candidate for the office based on the residency requirements."
"70185","Requirement","Manage Candidates, Manage Candidate Information, Create Candidate : ( F1.59 | High )","New","The Solution shall support filing fee tracking and accounting."
"70186","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.60 | High )","New","The Solution shall allow all requirements for an office to be captured."
"70187","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.61 | High )","New","The Solution shall provide a database of all elected offices that may appear on a ballot that authorized users can add to, edit, and maintain."
"70188","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.62 | High )","New","The Solution shall display office information (e.g., Office Title, Office Type, Office District, Office Term, Term length, Term Limit, etc.)"
